date,tournament,tournament_url,position,player,deck,decklist_url
2025-11-29,Legacy Challenge 32 2025-11-29 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-29-1,3rd,CrazyMorango,The EPIC Storm,https://www.mtggoldfish.com/deck/7484632
2025-11-29,Legacy Challenge 32 2025-11-29,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-29,3rd,Nictophobia,Izzet Delver,https://www.mtggoldfish.com/deck/7483880
2025-11-29,Legacy Challenge 32 2025-11-29 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-29-1,4th,Tzigalko,Dimir Reanimator,https://www.mtggoldfish.com/deck/7484640
2025-11-29,Legacy Challenge 32 2025-11-29,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-29,4th,harmonywoods,Esper Control,https://www.mtggoldfish.com/deck/7483885
2025-11-29,Legacy Challenge 32 2025-11-29 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-29-1,5th,musasabi,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7484620
2025-11-29,Legacy Challenge 32 2025-11-29,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-29,5th,Magic_Dads71522,UBRG,https://www.mtggoldfish.com/deck/7483883
2025-11-29,Legacy Challenge 32 2025-11-29 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-29-1,6th,_Batutinha_,Omni-Tell,https://www.mtggoldfish.com/deck/7484609
2025-11-29,Legacy Challenge 32 2025-11-29,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-29,6th,choutin,Oops! All Spells,https://www.mtggoldfish.com/deck/7483884
2025-11-29,Legacy Challenge 32 2025-11-29 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-29-1,7th,RyanWu,Omni-Tell,https://www.mtggoldfish.com/deck/7484627
2025-11-29,Legacy Challenge 32 2025-11-29,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-29,7th,Ozymandias17,Dimir Tempo,https://www.mtggoldfish.com/deck/7483868
2025-11-29,Legacy Challenge 32 2025-11-29 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-29-1,8th,nevilshute,Izzet Delver,https://www.mtggoldfish.com/deck/7484613
2025-11-29,Legacy Challenge 32 2025-11-29,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-29,8th,Joyfulwaffle,Omni-Tell,https://www.mtggoldfish.com/deck/7483889
2025-11-26,Legacy Challenge 32 2025-11-26,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-26,1st,TonyScapone,Necrodominance Combo,https://www.mtggoldfish.com/deck/7480339
2025-11-26,Legacy Challenge 32 2025-11-26,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-26,2nd,Roodslay,UBG,https://www.mtggoldfish.com/deck/7480343
2025-11-26,Legacy Challenge 32 2025-11-26,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-26,3rd,morenoHARDCORE,Omni-Tell,https://www.mtggoldfish.com/deck/7480356
2025-11-26,Legacy Challenge 32 2025-11-26,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-26,4th,CrazyMorango,The EPIC Storm,https://www.mtggoldfish.com/deck/7480348
2025-11-26,Legacy Challenge 32 2025-11-26,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-26,5th,Capitano_CL,Oops! All Spells,https://www.mtggoldfish.com/deck/7480329
2025-11-26,Legacy Challenge 32 2025-11-26,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-26,6th,Mav40121,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7480336
2025-11-26,Legacy Challenge 32 2025-11-26,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-26,7th,Nictophobia,Oops! All Spells,https://www.mtggoldfish.com/deck/7480347
2025-11-26,Legacy Challenge 32 2025-11-26,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-26,8th,VicentStrange,Oops! All Spells,https://www.mtggoldfish.com/deck/7480354
2025-11-23,Legacy Challenge 32 2025-11-23 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23-1,1st,El-Bebbos,Cradle Control,https://www.mtggoldfish.com/deck/7471615
2025-11-23,Legacy Challenge 32 2025-11-23,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23,1st,Roodslay,BG,https://www.mtggoldfish.com/deck/7469937
2025-11-23,Legacy Challenge 32 2025-11-23 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23-1,2nd,Paxxu,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7471630
2025-11-23,Legacy Challenge 32 2025-11-23,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23,2nd,yoshiwata,Death and Taxes (Yorion) - Abzan,https://www.mtggoldfish.com/deck/7469924
2025-11-23,Legacy Challenge 32 2025-11-23 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23-1,3rd,SocorristaEnParo,Painter,https://www.mtggoldfish.com/deck/7471616
2025-11-23,Legacy Challenge 32 2025-11-23,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23,3rd,Ryuho090,Dimir Tempo,https://www.mtggoldfish.com/deck/7469939
2025-11-23,Legacy Challenge 32 2025-11-23 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23-1,4th,JoostdB,Sneak and Show,https://www.mtggoldfish.com/deck/7471607
2025-11-23,Legacy Challenge 32 2025-11-23,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23,4th,EmperorOppai,Dimir Tempo,https://www.mtggoldfish.com/deck/7469938
2025-11-23,Legacy Challenge 32 2025-11-23 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23-1,5th,gr33nashe,Doomsday,https://www.mtggoldfish.com/deck/7471611
2025-11-23,Legacy Challenge 32 2025-11-23,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23,5th,cicciogire,Dimir Tempo,https://www.mtggoldfish.com/deck/7469929
2025-11-23,Legacy Challenge 32 2025-11-23 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23-1,6th,silviawataru,Izzet Delver,https://www.mtggoldfish.com/deck/7471604
2025-11-23,Legacy Challenge 32 2025-11-23,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23,6th,felix619,Izzet Delver,https://www.mtggoldfish.com/deck/7469949
2025-11-23,Legacy Challenge 32 2025-11-23 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23-1,7th,ReformedPaolo,Dimir Tempo,https://www.mtggoldfish.com/deck/7471625
2025-11-23,Legacy Challenge 32 2025-11-23,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23,7th,DominiqueTutor,Azorius Control,https://www.mtggoldfish.com/deck/7469923
2025-11-23,Legacy Challenge 32 2025-11-23 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23-1,8th,Antarctica,Izzet Delver,https://www.mtggoldfish.com/deck/7471614
2025-11-23,Legacy Challenge 32 2025-11-23,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-23,8th,wubwgn22,Cradle Control,https://www.mtggoldfish.com/deck/7469932
2025-11-22,Legacy Challenge 32 2025-11-22 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22-1,1st,samus_ssp,Lands,https://www.mtggoldfish.com/deck/7468800
2025-11-22,Legacy Challenge 32 2025-11-22,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22,1st,HJ_Kaiser,Grixis Control,https://www.mtggoldfish.com/deck/7466522
2025-11-22,Legacy Challenge 32 2025-11-22 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22-1,2nd,ACoolGuy1988,Eldrazi,https://www.mtggoldfish.com/deck/7468810
2025-11-22,Legacy Challenge 32 2025-11-22,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22,2nd,yamayama,Doomsday,https://www.mtggoldfish.com/deck/7466539
2025-11-22,Legacy Challenge 32 2025-11-22 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22-1,3rd,habsburger,Azorius Tempo,https://www.mtggoldfish.com/deck/7468807
2025-11-22,Legacy Challenge 32 2025-11-22,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22,3rd,KoolooLimpah,Eldrazi,https://www.mtggoldfish.com/deck/7466542
2025-11-22,Legacy Challenge 32 2025-11-22 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22-1,4th,kentaro_hokori,Izzet Delver,https://www.mtggoldfish.com/deck/7468803
2025-11-22,Legacy Challenge 32 2025-11-22,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22,4th,Shuichi_Saito,Omni-Tell,https://www.mtggoldfish.com/deck/7466551
2025-11-22,Legacy Challenge 32 2025-11-22 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22-1,5th,Schmeckles,Eldrazi,https://www.mtggoldfish.com/deck/7468824
2025-11-22,Legacy Challenge 32 2025-11-22,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22,5th,Srogers90,Izzet Delver,https://www.mtggoldfish.com/deck/7466533
2025-11-22,Legacy Challenge 32 2025-11-22 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22-1,6th,piao,Izzet Delver,https://www.mtggoldfish.com/deck/7468812
2025-11-22,Legacy Challenge 32 2025-11-22,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22,6th,Jesusmtg,Beanstalk Control (Non-Yorion),https://www.mtggoldfish.com/deck/7466547
2025-11-22,Legacy Challenge 32 2025-11-22 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22-1,7th,Peppembr,Dimir Cloudpost,https://www.mtggoldfish.com/deck/7468822
2025-11-22,Legacy Challenge 32 2025-11-22,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22,7th,jankyb,Jeskai Control,https://www.mtggoldfish.com/deck/7466526
2025-11-22,Legacy Challenge 32 2025-11-22 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22-1,8th,albertoSD,UB,https://www.mtggoldfish.com/deck/7468804
2025-11-22,Legacy Challenge 32 2025-11-22,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-22,8th,EmperorOppai,Dimir Tempo,https://www.mtggoldfish.com/deck/7466546
2025-11-19,Legacy Challenge 32 2025-11-19,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-19,1st,Capitano_CL,Beanstalk Control (Yorion),https://www.mtggoldfish.com/deck/7462851
2025-11-19,Legacy Challenge 32 2025-11-19,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-19,2nd,misfits_skulls,Red Stompy,https://www.mtggoldfish.com/deck/7462878
2025-11-19,Legacy Challenge 32 2025-11-19,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-19,3rd,Cle0h,Lands,https://www.mtggoldfish.com/deck/7462857
2025-11-19,Legacy Challenge 32 2025-11-19,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-19,4th,FynnOfBlood,Omni-Tell,https://www.mtggoldfish.com/deck/7462860
2025-11-19,Legacy Challenge 32 2025-11-19,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-19,5th,AdventuresWithTarmo,Izzet Delver,https://www.mtggoldfish.com/deck/7462854
2025-11-19,Legacy Challenge 32 2025-11-19,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-19,6th,_Batutinha_,Dimir Cloudpost,https://www.mtggoldfish.com/deck/7462850
2025-11-19,Legacy Challenge 32 2025-11-19,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-19,7th,WadeB,Goblins,https://www.mtggoldfish.com/deck/7462859
2025-11-19,Legacy Challenge 32 2025-11-19,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-19,8th,DMianete,Izzet Delver,https://www.mtggoldfish.com/deck/7462864
2025-11-16,Legacy Challenge 32 2025-11-16 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16-1,1st,AFX,Oops! All Spells,https://www.mtggoldfish.com/deck/7456935
2025-11-16,Legacy Challenge 32 2025-11-16,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16,1st,choutin,Oops! All Spells,https://www.mtggoldfish.com/deck/7455298
2025-11-16,Legacy Challenge 32 2025-11-16 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16-1,2nd,SauTay,Grixis Tempo,https://www.mtggoldfish.com/deck/7456951
2025-11-16,Legacy Challenge 32 2025-11-16,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16,2nd,Trohck,Beanstalk Control (Yorion),https://www.mtggoldfish.com/deck/7455276
2025-11-16,Legacy Challenge 32 2025-11-16 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16-1,3rd,Reeplcheep,Loam Pox,https://www.mtggoldfish.com/deck/7456944
2025-11-16,Legacy Challenge 32 2025-11-16,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16,3rd,MC_amp2267,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7455292
2025-11-16,Legacy Challenge 32 2025-11-16 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16-1,4th,pohner01isak,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7456959
2025-11-16,Legacy Challenge 32 2025-11-16,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16,4th,Filho_do_MOL,Eldrazi,https://www.mtggoldfish.com/deck/7455300
2025-11-16,Legacy Challenge 32 2025-11-16 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16-1,5th,schnitzlklopfa,Mono-White Initiative,https://www.mtggoldfish.com/deck/7456952
2025-11-16,Legacy Challenge 32 2025-11-16,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16,5th,FynnOfBlood,Omni-Tell,https://www.mtggoldfish.com/deck/7455293
2025-11-16,Legacy Challenge 32 2025-11-16 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16-1,6th,Masterbobbel,Lands,https://www.mtggoldfish.com/deck/7456950
2025-11-16,Legacy Challenge 32 2025-11-16,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16,6th,RyanWu,Omni-Tell,https://www.mtggoldfish.com/deck/7455285
2025-11-16,Legacy Challenge 32 2025-11-16 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16-1,7th,_Batutinha_,Dimir Cloudpost,https://www.mtggoldfish.com/deck/7456930
2025-11-16,Legacy Challenge 32 2025-11-16,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16,7th,monzatubarao,Red Stompy,https://www.mtggoldfish.com/deck/7455304
2025-11-16,Legacy Challenge 32 2025-11-16 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16-1,8th,Magic_Dads71522,UBRG,https://www.mtggoldfish.com/deck/7456954
2025-11-16,Legacy Challenge 32 2025-11-16,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-16,8th,Milkshake_,WUBRG,https://www.mtggoldfish.com/deck/7455302
2025-11-15,Legacy Challenge 32 2025-11-15 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15-1,1st,m_himukai,Doomsday,https://www.mtggoldfish.com/deck/7454302
2025-11-15,Legacy Challenge 32 2025-11-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15,1st,Deskbot000,Oops! All Spells,https://www.mtggoldfish.com/deck/7453179
2025-11-15,Legacy Challenge 32 2025-11-15 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15-1,2nd,felix619,Dimir Cloudpost,https://www.mtggoldfish.com/deck/7454305
2025-11-15,Legacy Challenge 32 2025-11-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15,2nd,Roodslay,UBG,https://www.mtggoldfish.com/deck/7453171
2025-11-15,Legacy Challenge 32 2025-11-15 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15-1,3rd,piao,Izzet Delver,https://www.mtggoldfish.com/deck/7454285
2025-11-15,Legacy Challenge 32 2025-11-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15,3rd,wonderPreaux,Doomsday,https://www.mtggoldfish.com/deck/7453161
2025-11-15,Legacy Challenge 32 2025-11-15 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15-1,4th,HJ_Kaiser,Dimir Delver,https://www.mtggoldfish.com/deck/7454275
2025-11-15,Legacy Challenge 32 2025-11-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15,4th,unemployment,Ocelot Pride Midrange,https://www.mtggoldfish.com/deck/7453184
2025-11-15,Legacy Challenge 32 2025-11-15 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15-1,5th,Dein_Freund_der_Baum,Loam Pox,https://www.mtggoldfish.com/deck/7454288
2025-11-15,Legacy Challenge 32 2025-11-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15,5th,TadalaDe20,Oops! All Spells,https://www.mtggoldfish.com/deck/7453183
2025-11-15,Legacy Challenge 32 2025-11-15 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15-1,6th,alexeezayyy,Loam Pox,https://www.mtggoldfish.com/deck/7454281
2025-11-15,Legacy Challenge 32 2025-11-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15,6th,JUJUBEAN__2004,Izzet Delver,https://www.mtggoldfish.com/deck/7453168
2025-11-15,Legacy Challenge 32 2025-11-15 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15-1,7th,aooaaooa,Worldgorger Dragon Combo,https://www.mtggoldfish.com/deck/7454287
2025-11-15,Legacy Challenge 32 2025-11-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15,7th,Lord_Beerus,Izzet Delver,https://www.mtggoldfish.com/deck/7453164
2025-11-15,Legacy Challenge 32 2025-11-15 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15-1,8th,JPA93,Sneak and Show,https://www.mtggoldfish.com/deck/7454283
2025-11-15,Legacy Challenge 32 2025-11-15,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-15,8th,shenmeng,Beanstalk Control (Yorion),https://www.mtggoldfish.com/deck/7453174
2025-11-12,Legacy Challenge 32 2025-11-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-12,1st,Bawer,Eldrazi,https://www.mtggoldfish.com/deck/7449516
2025-11-12,Legacy Challenge 32 2025-11-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-12,2nd,DMianete,Izzet Delver,https://www.mtggoldfish.com/deck/7449509
2025-11-12,Legacy Challenge 32 2025-11-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-12,3rd,Sprouts,Lands,https://www.mtggoldfish.com/deck/7449490
2025-11-12,Legacy Challenge 32 2025-11-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-12,4th,Peppembr,Mystic Forge Combo,https://www.mtggoldfish.com/deck/7449504
2025-11-12,Legacy Challenge 32 2025-11-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-12,5th,rgbandre,Doomsday,https://www.mtggoldfish.com/deck/7449510
2025-11-12,Legacy Challenge 32 2025-11-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-12,6th,Vlalutscher,The EPIC Storm,https://www.mtggoldfish.com/deck/7449506
2025-11-12,Legacy Challenge 32 2025-11-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-12,7th,jibeta,UG,https://www.mtggoldfish.com/deck/7449494
2025-11-12,Legacy Challenge 32 2025-11-12,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-12,8th,TeaW1thRum,Sultai Control,https://www.mtggoldfish.com/deck/7449514
2025-11-09,Legacy Challenge 32 2025-11-09 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09-1,1st,FrankHolmquist,Lands,https://www.mtggoldfish.com/deck/7442929
2025-11-09,Legacy Challenge 32 2025-11-09,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09,1st,doctor-x,Loam Pox,https://www.mtggoldfish.com/deck/7441492
2025-11-09,Legacy Challenge 32 2025-11-09 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09-1,2nd,kentaro_hokori,Dimir Reanimator,https://www.mtggoldfish.com/deck/7442914
2025-11-09,Legacy Challenge 32 2025-11-09,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09,2nd,DominiqueTutor,Azorius Control,https://www.mtggoldfish.com/deck/7441466
2025-11-09,Legacy Challenge 32 2025-11-09 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09-1,3rd,Peppe,Painter,https://www.mtggoldfish.com/deck/7442915
2025-11-09,Legacy Challenge 32 2025-11-09,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09,3rd,Nanovo,Mono-Blue Cloudpost,https://www.mtggoldfish.com/deck/7441490
2025-11-09,Legacy Challenge 32 2025-11-09 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09-1,4th,Bawer,Oops! All Spells,https://www.mtggoldfish.com/deck/7442939
2025-11-09,Legacy Challenge 32 2025-11-09,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09,4th,Eureka22422,Dimir Cloudpost,https://www.mtggoldfish.com/deck/7441468
2025-11-09,Legacy Challenge 32 2025-11-09 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09-1,5th,Thebigempty92,WUBR,https://www.mtggoldfish.com/deck/7442934
2025-11-09,Legacy Challenge 32 2025-11-09,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09,5th,lia2022,Dimir Reanimator,https://www.mtggoldfish.com/deck/7441494
2025-11-09,Legacy Challenge 32 2025-11-09 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09-1,6th,duckduckmongoose,Loam Pox,https://www.mtggoldfish.com/deck/7442935
2025-11-09,Legacy Challenge 32 2025-11-09,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09,6th,yoshiwata,Death and Taxes (Yorion) - Orzhov,https://www.mtggoldfish.com/deck/7441467
2025-11-09,Legacy Challenge 32 2025-11-09 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09-1,7th,lia2022,Dimir Reanimator,https://www.mtggoldfish.com/deck/7442940
2025-11-09,Legacy Challenge 32 2025-11-09,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09,7th,Marghar,Red Stompy,https://www.mtggoldfish.com/deck/7441472
2025-11-09,Legacy Challenge 32 2025-11-09 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09-1,8th,Jnickerson,Esper Tempo,https://www.mtggoldfish.com/deck/7442917
2025-11-09,Legacy Challenge 32 2025-11-09,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-09,8th,RIDDLE0423,Dimir Reanimator,https://www.mtggoldfish.com/deck/7441478
2025-11-08,Legacy Challenge 32 2025-11-08 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08-1,1st,_epinephrine,Cephalid Breakfast,https://www.mtggoldfish.com/deck/7440639
2025-11-08,Legacy Challenge 32 2025-11-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08,1st,FynnOfBlood,Omni-Tell,https://www.mtggoldfish.com/deck/7439884
2025-11-08,Legacy Challenge 32 2025-11-08 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08-1,2nd,m_himukai,Doomsday,https://www.mtggoldfish.com/deck/7440633
2025-11-08,Legacy Challenge 32 2025-11-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08,2nd,choutin,Red Stompy,https://www.mtggoldfish.com/deck/7439888
2025-11-08,Legacy Challenge 32 2025-11-08 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08-1,3rd,Ark4n,Grixis Control,https://www.mtggoldfish.com/deck/7440616
2025-11-08,Legacy Challenge 32 2025-11-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08,3rd,Munchlax446,Dimir Reanimator,https://www.mtggoldfish.com/deck/7439887
2025-11-08,Legacy Challenge 32 2025-11-08 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08-1,4th,Zitical,Death and Taxes (Yorion) - Abzan,https://www.mtggoldfish.com/deck/7440615
2025-11-08,Legacy Challenge 32 2025-11-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08,4th,wonderPreaux,Doomsday,https://www.mtggoldfish.com/deck/7439869
2025-11-08,Legacy Challenge 32 2025-11-08 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08-1,5th,John1111,Red Stompy,https://www.mtggoldfish.com/deck/7440628
2025-11-08,Legacy Challenge 32 2025-11-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08,5th,_Batutinha_,Eldrazi,https://www.mtggoldfish.com/deck/7439865
2025-11-08,Legacy Challenge 32 2025-11-08 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08-1,6th,Razdan08,Painter,https://www.mtggoldfish.com/deck/7440623
2025-11-08,Legacy Challenge 32 2025-11-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08,6th,felix619,Dimir Reanimator,https://www.mtggoldfish.com/deck/7439895
2025-11-08,Legacy Challenge 32 2025-11-08 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08-1,7th,kanican,Red Stompy,https://www.mtggoldfish.com/deck/7440619
2025-11-08,Legacy Challenge 32 2025-11-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08,7th,Nictophobia,Mono-Blue Cloudpost,https://www.mtggoldfish.com/deck/7439886
2025-11-08,Legacy Challenge 32 2025-11-08 (1),https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08-1,8th,l337erhosen,Mono-Black Midrange,https://www.mtggoldfish.com/deck/7440613
2025-11-08,Legacy Challenge 32 2025-11-08,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-08,8th,RyanWu,Cephalid Breakfast,https://www.mtggoldfish.com/deck/7439877
2025-11-05,Legacy Challenge 32 2025-11-05,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-05,1st,valentinaaaa,Mono-Blue Cloudpost,https://www.mtggoldfish.com/deck/7437129
2025-11-05,Legacy Challenge 32 2025-11-05,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-05,2nd,FynnOfBlood,Omni-Tell,https://www.mtggoldfish.com/deck/7437125
2025-11-05,Legacy Challenge 32 2025-11-05,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-05,3rd,choutin,Oops! All Spells,https://www.mtggoldfish.com/deck/7437130
2025-11-05,Legacy Challenge 32 2025-11-05,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-05,4th,Kraum,B,https://www.mtggoldfish.com/deck/7437126
2025-11-05,Legacy Challenge 32 2025-11-05,https://www.mtggoldfish.com/tournament/legacy-challenge-32-2025-11-05,5th,KoolooLimpah,Red Stompy,https://www.mtggoldfish.com/deck/7437121
